Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002250,Male,Yes,0,Graduate,No,0.054145116828886924,-0.5895062001488415,-0.2263022616384298,0.2705275961031067,1.0,Rural,1.0
LP002255,Male,No,3+,Graduate,No,0.7004680317451563,-0.5895062001488415,0.5490803228332399,0.2705275961031067,1.0,Rural,1.0
LP002262,Male,Yes,3+,Graduate,No,0.7596718431957632,-0.5895062001488415,1.7121541995407445,0.2705275961031067,1.0,Rural,1.0
LP002263,Male,Yes,0,Graduate,No,-0.45620227861328827,0.18881510774967758,-0.29091747701106896,0.2705275961031067,new,Urban,1.0
LP002265,Male,Yes,2,Not Graduate,No,-0.5598528683932825,0.008494804737727532,-0.38137877853276375,-2.5223724810651964,1.0,Semiurban,1.0
LP002266,Male,Yes,2,Graduate,No,-0.3653762533314967,-0.0743053344004128,-0.38137877853276375,0.2705275961031067,1.0,Urban,1.0
LP002272,Male,Yes,2,Graduate,No,-0.3344567553632272,-0.41139390084724187,-0.09707183089315152,0.2705275961031067,new,Semiurban,1.0
LP002277,Female,No,0,Graduate,No,-0.3513219360731924,-0.5895062001488415,-0.9241465876629326,0.2705275961031067,0.0,Urban,1.0
LP002281,Male,Yes,0,Graduate,No,-0.37714674403532655,-0.052593297915300444,-0.6139935538742647,0.2705275961031067,1.0,Urban,1.0
LP002284,Male,No,0,Not Graduate,No,-0.224481722816996,0.02358283009178866,-0.4330709508308751,0.2705275961031067,1.0,Rural,1.0
LP002287,Female,No,0,Graduate,No,-0.6464625984975828,0.07289491295628112,-0.5106092092780421,0.2705275961031067,0.0,Semiurban,1.0
LP002288,Male,Yes,2,Not Graduate,No,-0.4024445151002743,-0.5895062001488415,-1.2601457076006561,-2.5223724810651964,0.0,Urban,1.0
LP002296,Male,No,0,Not Graduate,No,-0.425985496507934,-0.5895062001488415,-1.0016848461100996,-0.6604390962863276,1.0,Rural,1.0
LP002297,Male,No,0,Graduate,No,-0.470783632768779,6.770506167685855,-0.5106092092780421,0.2705275961031067,1.0,Semiurban,1.0
LP002300,Female,No,0,Not Graduate,No,-0.5651232373651467,-0.5895062001488415,-1.1567613630044336,0.2705275961031067,1.0,Semiurban,1.0
LP002301,Female,No,0,Graduate,Yes,0.39724613689724086,-0.5895062001488415,0.6653877105039904,0.2705275961031067,1.0,Rural,1.0
LP002305,Female,No,0,Graduate,No,-0.1111687899219175,-0.5895062001488415,-0.3555326923837081,0.2705275961031067,1.0,Semiurban,1.0
LP002308,Male,Yes,0,Not Graduate,No,-0.5292847283564707,0.293695283991322,-0.3555326923837081,0.2705275961031067,1.0,Urban,1.0
LP002314,Female,No,0,Not Graduate,No,-0.5212034959329457,-0.5895062001488415,-0.9887618030355718,0.2705275961031067,1.0,Rural,1.0
LP002315,Male,Yes,1,Graduate,No,0.5481543684582834,-0.5895062001488415,0.12261990137382157,-0.6604390962863276,0.0,Semiurban,1.0
LP002317,Male,Yes,3+,Graduate,No,13.320015176942324,-0.5895062001488415,2.8106128608756102,0.2705275961031067,0.0,Rural,1.0
LP002318,Female,No,1,Not Graduate,Yes,-0.23063048661750413,-0.5895062001488415,-1.040453975333683,0.2705275961031067,1.0,Semiurban,1.0
LP002319,Male,Yes,0,Graduate,No,0.1890665625086083,-0.5895062001488415,0.2260042459700442,0.2705275961031067,new,Urban,1.0
LP002328,Male,Yes,0,Not Graduate,No,0.16095792799199968,-0.5895062001488415,0.9755407442926584,0.2705275961031067,0.0,Rural,1.0
LP002332,Male,Yes,0,Not Graduate,No,-0.5141763373037935,0.15863905704155531,-0.42014790775634725,0.2705275961031067,1.0,Rural,1.0
LP002335,Female,Yes,0,Not Graduate,No,-0.5324469497395892,0.601711801585204,0.45861902131154514,0.2705275961031067,0.0,Semiurban,1.0
LP002337,Female,No,0,Graduate,No,-0.3838225447330211,-0.5895062001488415,-1.0663000614827387,0.2705275961031067,1.0,Urban,1.0
LP002341,Female,No,1,Graduate,No,-0.4532157361958986,-0.5895062001488415,0.2260042459700442,0.2705275961031067,1.0,Urban,1.0
LP002342,Male,Yes,2,Graduate,Yes,-0.6288947019247024,6.770506167685855,1.2469246488577428,0.2705275961031067,1.0,Urban,1.0
LP002345,Male,Yes,0,Graduate,No,-0.7299101072187647,0.43095951465143906,-0.3943018216072916,0.2705275961031067,1.0,Rural,1.0
LP002347,Male,Yes,0,Graduate,No,-0.33972712433509134,-0.06804932388775331,-0.05830270166956803,0.2705275961031067,1.0,Semiurban,1.0
LP002348,Male,Yes,0,Graduate,No,0.11405164414240904,-0.5895062001488415,-0.05830270166956803,0.2705275961031067,1.0,Rural,1.0
LP002357,Female,No,0,Not Graduate,No,-0.43213426030844215,-0.5895062001488415,-0.8078391999921821,0.2705275961031067,0.0,Urban,1.0
LP002361,Male,Yes,0,Graduate,No,-0.5902453294643656,0.0430868628665506,-0.5493783385016255,0.2705275961031067,1.0,Urban,1.0
LP002362,Male,Yes,1,Graduate,No,0.3636914544430393,0.023950830710180393,-0.42014790775634725,0.2705275961031067,0.0,Urban,1.0
LP002364,Male,Yes,0,Graduate,No,1.704121962953813,-0.5895062001488415,-0.6010705107997368,0.2705275961031067,1.0,Semiurban,1.0
LP002366,Male,Yes,0,Graduate,No,-0.44162092445779755,0.992896458935618,-0.27799443393654116,0.2705275961031067,1.0,Rural,1.0
LP002367,Female,No,1,Not Graduate,No,-0.10080373094391808,-0.5895062001488415,-0.7949161569176543,0.2705275961031067,1.0,Rural,1.0
LP002368,Male,Yes,2,Graduate,No,0.13267361450966225,-0.5895062001488415,-0.12291791704220718,0.2705275961031067,1.0,Semiurban,1.0
LP002369,Male,Yes,0,Graduate,No,-0.3969984671626814,-0.5835740298712462,-0.7173778984704874,0.2705275961031067,1.0,Rural,1.0
LP002370,Male,No,0,Not Graduate,No,-0.43266129720562857,-0.5895062001488415,-1.0663000614827387,-2.5223724810651964,1.0,Urban,1.0
LP002377,Female,No,1,Graduate,Yes,0.6050743533544158,-0.5895062001488415,0.09677381522476593,0.2705275961031067,1.0,Semiurban,1.0
LP002379,Male,No,0,Graduate,No,0.23193223014643644,-0.5895062001488415,-0.4847631231289864,0.2705275961031067,0.0,Rural,1.0
LP002386,Male,No,0,Graduate,No,1.35206131563329,-0.5895062001488415,3.3921497992293626,0.2705275961031067,1.0,Semiurban,1.0
LP002387,Male,Yes,0,Graduate,No,-0.4839595551984393,0.2716152468878179,0.006312513703071113,0.2705275961031067,1.0,Semiurban,1.0
LP002390,Male,No,0,Graduate,No,-0.25118492560777417,-0.5895062001488415,-0.5493783385016255,0.2705275961031067,1.0,Urban,1.0
LP002393,Female,No,0,Graduate,No,0.8550655215865037,-0.5895062001488415,,-1.591405788675762,1.0,Semiurban,1.0
LP002398,Male,No,0,Graduate,No,-0.5716233590971124,0.09166294449425959,-1.195530492228017,0.2705275961031067,1.0,Semiurban,1.0
LP002401,Male,Yes,0,Graduate,No,-0.5212034959329457,-0.17550550445813987,,0.2705275961031067,1.0,Urban,1.0
LP002403,Male,No,0,Graduate,Yes,0.9198910599404323,-0.5895062001488415,0.5749264089822956,0.2705275961031067,0.0,Urban,1.0
LP002407,Female,Yes,0,Not Graduate,Yes,0.3447181261443285,-0.5895062001488415,-0.05830270166956803,0.2705275961031067,1.0,Rural,1.0
LP002408,Male,No,0,Graduate,No,-0.2669960325233665,1.2740489313869034,0.5749264089822956,0.2705275961031067,1.0,Semiurban,1.0
LP002409,Male,Yes,0,Graduate,No,0.4780584611324906,0.08503893336320836,0.4844651074606008,0.2705275961031067,1.0,Rural,1.0
LP002418,Male,No,3+,Not Graduate,No,-0.08306015540530888,0.14391903230588593,0.07092772907571027,0.2705275961031067,1.0,Semiurban,1.0
LP002422,Male,No,1,Graduate,No,5.716453861233965,-0.5895062001488415,0.12261990137382157,0.2705275961031067,1.0,Semiurban,1.0
LP002424,Male,Yes,0,Graduate,No,0.37827280859853,2.4770429529094846,0.41984989208796164,-0.6604390962863276,new,Rural,1.0
LP002429,Male,Yes,1,Graduate,Yes,-0.3010777518747545,-0.1442254518948424,-0.16168704626579067,0.2705275961031067,1.0,Rural,1.0
LP002434,Male,Yes,2,Not Graduate,No,-0.0927224985203931,-0.5895062001488415,-0.42014790775634725,0.2705275961031067,1.0,Rural,1.0
LP002435,Male,Yes,0,Graduate,No,-0.2882531873765518,-0.08313734924181443,-1.1309152768553778,0.2705275961031067,1.0,Rural,1.0
LP002443,Male,Yes,2,Graduate,No,-0.32321330155658373,0.039774857301024986,0.09677381522476593,0.2705275961031067,0.0,Rural,1.0
LP002444,Male,No,1,Not Graduate,Yes,-0.42352599098773075,-0.022049246588786455,0.6136955382058791,0.2705275961031067,new,Semiurban,1.0
LP002446,Male,Yes,2,Not Graduate,No,-0.5043383152229806,-0.12766542406721434,-0.2263022616384298,0.2705275961031067,0.0,Rural,1.0
LP002447,Male,Yes,2,Not Graduate,No,-0.5660016321937907,-0.053697299770475646,-1.0663000614827387,-0.6604390962863276,new,Urban,1.0
LP002448,Male,Yes,0,Graduate,No,-0.216400490393471,0.04823887152403489,0.08385077215023809,0.2705275961031067,0.0,Rural,1.0
LP002449,Male,Yes,0,Graduate,No,-0.47377017518616865,0.3179833248051765,-0.6786087692469038,-2.5223724810651964,0.0,Rural,1.0
LP002453,Male,No,0,Graduate,Yes,0.3347044250977867,-0.5895062001488415,-0.7561470276940708,0.2705275961031067,1.0,Semiurban,1.0
LP002455,Male,Yes,2,Graduate,No,-0.23203591834333456,-0.5895062001488415,-0.6010705107997368,0.2705275961031067,1.0,Semiurban,1.0
LP002459,Male,Yes,0,Graduate,No,-0.15438581549120325,-0.5895062001488415,-0.3167635631601246,0.2705275961031067,1.0,Urban,1.0
LP002467,Male,Yes,0,Graduate,No,-0.25856344216838395,0.35588738849952517,0.394003805938906,0.2705275961031067,1.0,Urban,1.0
LP002472,Male,No,2,Graduate,No,-0.14507483030757665,-0.5895062001488415,-0.0841487878186237,0.2705275961031067,1.0,Rural,1.0
LP002473,Male,Yes,0,Graduate,No,0.5541274532930627,-0.5895062001488415,0.2260042459700442,0.2705275961031067,1.0,Semiurban,1.0
LP002478,Others,Yes,0,Graduate,Yes,-0.5440417614776902,0.9130403247446116,0.2260042459700442,0.2705275961031067,new,Semiurban,1.0
LP002484,Male,Yes,3+,Graduate,No,0.4497741476501532,-0.5895062001488415,-0.18753313241484634,-2.5223724810651964,1.0,Urban,1.0
LP002487,Male,Yes,0,Graduate,No,-0.380308965418445,0.2156791528922742,0.1355429444483494,0.2705275961031067,1.0,Rural,1.0
LP002489,Female,No,1,Not Graduate,No,0.00196846400743218,-0.5895062001488415,-0.13584096011673502,0.2705275961031067,1.0,Semiurban,1.0
LP002493,Male,No,0,Graduate,No,-0.17810247586459177,-0.5895062001488415,-0.5752244246506812,0.2705275961031067,0.0,Semiurban,1.0
LP002494,Male,No,0,Graduate,No,0.1440927472820345,-0.5895062001488415,-0.03245661552051238,0.2705275961031067,1.0,Rural,1.0
LP002500,Male,Yes,3+,Not Graduate,No,-0.3922551350880037,0.022846828855005188,-0.9370696307374604,-2.5223724810651964,0.0,Urban,1.0
LP002501,Others,Yes,0,Graduate,No,2.0224522488544054,-0.5895062001488415,-0.42014790775634725,0.2705275961031067,1.0,Semiurban,1.0
LP002502,Female,Yes,2,Not Graduate,No,-0.8730884642877398,0.48395160369984885,-0.5752244246506812,0.2705275961031067,1.0,Semiurban,1.0
LP002505,Male,Yes,0,Graduate,No,-0.14876408858788154,0.31246331552930046,-0.42014790775634725,0.2705275961031067,1.0,Urban,1.0
LP002515,Male,Yes,1,Graduate,Yes,-0.3038886153264153,0.17556708548757513,0.25185033211909985,0.2705275961031067,1.0,Semiurban,1.0
LP002517,Male,Yes,1,Not Graduate,No,-0.443904751012272,-0.03750527256123932,-0.38137877853276375,-2.5223724810651964,0.0,Rural,1.0
LP002519,Male,Yes,3+,Graduate,No,-0.08587101885696975,-0.5895062001488415,-0.5493783385016255,0.2705275961031067,1.0,Semiurban,1.0
LP002522,Female,No,0,Graduate,Yes,-0.470783632768779,-0.5895062001488415,-0.6398396400233204,0.2705275961031067,new,Urban,1.0
LP002524,Male,No,2,Graduate,No,0.061874991320954295,1.1209606741359417,0.25185033211909985,0.2705275961031067,1.0,Rural,1.0
LP002527,Male,Yes,2,Graduate,Yes,1.9931138615776953,-0.21635357309962241,0.09677381522476593,0.2705275961031067,1.0,Rural,1.0
LP002529,Male,Yes,2,Graduate,No,0.2670680232921972,0.05449488203669438,1.1306172611869922,-0.6604390962863276,1.0,Semiurban,1.0
LP002530,Others,Yes,2,Graduate,No,-0.40525537855193516,0.09939095748048603,-0.13584096011673502,0.2705275961031067,0.0,Semiurban,1.0
LP002531,Male,Yes,1,Graduate,Yes,2.0180602747111855,0.23849519123256177,-0.7303009415450151,0.2705275961031067,1.0,Semiurban,1.0
LP002533,Male,Yes,2,Graduate,No,-0.3922551350880037,0.0003987911331093664,,0.2705275961031067,1.0,Urban,1.0
LP002534,Female,No,0,Not Graduate,No,-0.14577754617049185,-0.5895062001488415,0.14846598752287724,0.2705275961031067,1.0,Rural,1.0
LP002536,Male,Yes,3+,Not Graduate,No,-0.3662546481601407,-0.5895062001488415,-0.38137877853276375,0.2705275961031067,1.0,Rural,1.0
LP002537,Male,Yes,0,Graduate,No,-0.5440417614776902,0.5696957477851231,-0.18753313241484634,0.2705275961031067,1.0,Semiurban,1.0
LP002541,Male,Yes,0,Graduate,No,0.9931491886493435,-0.5895062001488415,1.1823094334851036,0.2705275961031067,1.0,Semiurban,1.0
LP002543,Male,Yes,2,Graduate,No,0.5539517743273339,-0.5895062001488415,1.3373859503794376,0.2705275961031067,1.0,Semiurban,1.0
LP002544,Male,Yes,1,Not Graduate,No,-0.5660016321937907,0.3069433062534244,-0.14876400319126284,0.2705275961031067,1.0,Rural,1.0
LP002545,Male,No,2,Graduate,No,-0.28684775565072135,-0.5895062001488415,-0.8078391999921821,0.2705275961031067,0.0,Rural,1.0
LP002547,Male,Yes,1,Graduate,No,2.3107414316153725,-0.5895062001488415,4.619838891309506,0.2705275961031067,1.0,Urban,1.0
LP002555,Male,Yes,2,Graduate,Yes,-0.10484434715568057,0.17703908796114207,0.2260042459700442,0.2705275961031067,1.0,Semiurban,1.0
LP002556,Male,No,0,Graduate,No,-0.48220276554115127,-0.5895062001488415,-0.8724544153648213,0.2705275961031067,1.0,Urban,1.0
LP002560,Male,No,0,Not Graduate,No,-0.435823518588747,0.43537552207213986,-0.6010705107997368,0.2705275961031067,new,Semiurban,1.0
LP002562,Male,Yes,1,Not Graduate,No,0.026914877140922326,-0.17329750074778946,0.5620033659077678,0.2705275961031067,new,Urban,1.0
LP002571,Male,No,0,Not Graduate,No,-0.2615499845857736,-0.5895062001488415,-0.42014790775634725,0.2705275961031067,1.0,Rural,1.0
LP002582,Female,No,0,Not Graduate,Yes,2.1227649382855525,-0.5895062001488415,1.066002045814353,0.2705275961031067,1.0,Semiurban,1.0
LP002585,Male,Yes,0,Graduate,No,-0.27806380736428116,0.20427113372213043,-0.3038405200855968,0.2705275961031067,0.0,Rural,1.0
LP002586,Female,Yes,1,Graduate,No,-0.32567280707678703,-0.25352163555718765,-0.4847631231289864,-4.0119191888882915,1.0,Semiurban,1.0
LP002587,Male,Yes,0,Not Graduate,No,-0.4532157361958986,0.03609485111710764,-0.45891703697993075,0.2705275961031067,1.0,Rural,1.0
LP002588,Male,Yes,0,Graduate,No,-0.0974658305950708,0.4618715665963448,-0.40722486468181945,-5.129079219755613,new,Urban,1.0
LP002600,Male,Yes,1,Graduate,Yes,-0.40139044130590146,-0.5895062001488415,-0.6139935538742647,0.2705275961031067,1.0,Semiurban,1.0
LP002602,Male,No,0,Graduate,No,0.19380989458328599,1.0355845306690592,0.8592333566219079,0.2705275961031067,0.0,Rural,1.0
LP002603,Female,No,0,Graduate,No,-0.7966681141957102,0.7658400773879176,-0.38137877853276375,2.132460980881975,1.0,Rural,1.0
LP002606,Female,No,0,Graduate,No,-0.35501119435349726,-0.5895062001488415,-0.5493783385016255,0.2705275961031067,1.0,Semiurban,1.0
LP002615,Male,Yes,2,Graduate,No,-0.05530287882015788,1.480129277686275,0.8463103135473801,0.2705275961031067,1.0,Semiurban,1.0
LP002618,Male,Yes,1,Not Graduate,No,-0.19848123588913302,1.3616330785641362,-0.05830270166956803,0.2705275961031067,new,Rural,1.0
LP002619,Male,Yes,0,Not Graduate,No,-0.23994147180113073,-0.04376128307389881,-0.23922530471295764,-0.6604390962863276,1.0,Semiurban,1.0
LP002622,Male,Yes,2,Graduate,No,-0.2933478773826871,1.0355845306690592,1.298616821155854,0.2705275961031067,1.0,Rural,1.0
LP002624,Male,Yes,0,Graduate,No,2.749938845937382,1.8639539226688542,4.361378029818949,0.2705275961031067,new,Urban,1.0
LP002625,Others,No,0,Graduate,No,-0.2805233128844844,-0.5895062001488415,-0.6010705107997368,0.2705275961031067,1.0,Urban,1.0
LP002626,Male,Yes,0,Graduate,Yes,-0.47447289104908386,0.5192796630654554,0.5878494520568235,0.2705275961031067,1.0,Urban,1.0
LP002634,Female,No,1,Graduate,No,1.4198733964046082,-0.5895062001488415,-1.3247609229732953,0.2705275961031067,1.0,Urban,1.0
LP002637,Male,No,0,Not Graduate,No,-0.27788812839855237,-0.11588940427867883,-0.5493783385016255,0.2705275961031067,1.0,Rural,1.0
LP002640,Male,Yes,1,Graduate,No,0.15551188005440675,0.147967039108195,1.3890781226775488,0.2705275961031067,1.0,Semiurban,1.0
LP002643,Male,Yes,2,Graduate,No,-0.3332270026031256,0.15937505827833878,0.07092772907571027,0.2705275961031067,1.0,Urban,1.0
LP002648,Male,Yes,0,Graduate,No,-0.5357848500884365,1.8635859220504625,-0.9370696307374604,-2.5223724810651964,1.0,Semiurban,1.0
LP002652,Male,No,0,Graduate,No,0.11159213862220578,0.7595840668752581,2.1773837502237465,0.2705275961031067,1.0,Rural,1.0
LP002659,Male,Yes,3+,Graduate,No,-0.3010777518747545,0.6719999196980253,0.09677381522476593,0.2705275961031067,1.0,Rural,1.0
LP002670,Female,Yes,2,Graduate,No,-0.553177067695588,0.011070809066469676,-0.38137877853276375,2.132460980881975,1.0,Semiurban,1.0
LP002682,Male,Yes,0,Not Graduate,No,-0.36994390644044556,0.07289491295628112,-0.25214834778748546,0.2705275961031067,0.0,Semiurban,1.0
LP002683,Male,No,0,Graduate,No,-0.08727645058280017,0.11521498407133061,0.5490803228332399,0.2705275961031067,1.0,Semiurban,1.0
LP002684,Female,No,0,Not Graduate,No,-0.3126725636128555,-0.5895062001488415,-0.6139935538742647,0.2705275961031067,1.0,Rural,1.0
LP002689,Male,Yes,2,Not Graduate,No,-0.5248927542132505,0.0515508770895605,-1.2601457076006561,0.2705275961031067,1.0,Semiurban,1.0
LP002690,Male,No,0,Graduate,No,-0.470783632768779,-0.5895062001488415,-1.1309152768553778,0.2705275961031067,1.0,Semiurban,1.0
LP002692,Male,Yes,3+,Graduate,Yes,0.08734844135163085,-0.06547331955901116,-0.5493783385016255,0.2705275961031067,1.0,Rural,1.0
LP002693,Male,Yes,2,Graduate,Yes,0.4863153725217444,2.04758623124633,4.361378029818949,0.2705275961031067,1.0,Rural,1.0
LP002697,Male,No,0,Graduate,No,-0.08780348747998659,0.178511090434709,,0.2705275961031067,1.0,Semiurban,1.0
LP002699,Male,Yes,2,Graduate,Yes,2.164400853163279,-0.5895062001488415,3.3275345838567234,0.2705275961031067,1.0,Rural,1.0
LP002705,Male,Yes,0,Graduate,No,-0.24679295146455407,-0.5895062001488415,-0.42014790775634725,0.2705275961031067,1.0,Semiurban,1.0
LP002706,Male,Yes,1,Not Graduate,No,0.01848228678593974,-0.06326531584866076,0.23892728904457206,0.2705275961031067,0.0,Semiurban,1.0
LP002714,Male,No,1,Not Graduate,No,-0.4393370979033231,-0.11036939500280281,-0.6269165969487925,0.2705275961031067,1.0,Semiurban,1.0
LP002716,Male,No,0,Not Graduate,No,0.2816493774476879,-0.5895062001488415,-0.16168704626579067,0.2705275961031067,1.0,Semiurban,1.0
LP002717,Male,Yes,0,Graduate,No,-0.7299101072187647,1.4344972010056998,0.9496946581436027,0.2705275961031067,new,Rural,1.0
LP002720,Male,Yes,3+,Graduate,No,-0.15789939480577933,-0.5895062001488415,-0.5493783385016255,0.2705275961031067,1.0,Urban,1.0
LP002723,Male,No,2,Graduate,No,-0.2796449180558404,-0.5895062001488415,-0.42014790775634725,0.2705275961031067,0.0,Rural,1.0
LP002729,Male,No,1,Graduate,No,1.0664073173582547,-0.5895062001488415,0.6912337966530461,0.2705275961031067,new,Semiurban,1.0
LP002731,Female,No,0,Not Graduate,Yes,2.2812273653729336,-0.5895062001488415,-0.2263022616384298,0.2705275961031067,1.0,Urban,1.0
LP002732,Male,No,0,Not Graduate,No,-0.4619996844823388,0.16195106260708095,-0.213379218563902,0.2705275961031067,1.0,Rural,1.0
LP002734,Male,Yes,0,Graduate,No,0.1674580497239654,0.8479042152892745,2.3453833101926085,0.2705275961031067,1.0,Urban,1.0
LP002738,Male,No,2,Graduate,No,-0.2745502280497051,-0.5895062001488415,-0.45891703697993075,0.2705275961031067,1.0,Semiurban,1.0
LP002739,Male,Yes,0,Not Graduate,No,-0.3975255040598678,-0.39225786869087165,-0.9887618030355718,0.2705275961031067,1.0,Rural,1.0
LP002740,Male,Yes,3+,Graduate,No,0.2173508759909457,-0.5895062001488415,0.18723511674646073,-2.5223724810651964,1.0,Rural,1.0
LP002741,Female,Yes,1,Graduate,No,-0.10045237301246047,0.45745555917564396,-0.03245661552051238,-2.5223724810651964,1.0,Semiurban,1.0
LP002743,Female,No,0,Graduate,No,-0.5343794183626059,-0.5895062001488415,-0.5623013815761534,0.2705275961031067,0.0,Semiurban,1.0
LP002753,Female,No,1,Graduate,No,-0.268401464249197,-0.5895062001488415,-0.6139935538742647,0.2705275961031067,1.0,Semiurban,1.0
LP002755,Male,Yes,1,Not Graduate,No,-0.5166358428239968,0.3393273606718971,-0.18753313241484634,0.2705275961031067,1.0,Urban,1.0
LP002757,Female,Yes,0,Not Graduate,No,-0.3799576074869874,-0.34552179015512136,-0.52353225235257,0.2705275961031067,new,Semiurban,1.0
LP002767,Male,Yes,0,Graduate,No,-0.4237016699534596,0.12809500571504134,0.16138903059740506,0.2705275961031067,1.0,Rural,1.0
LP002768,Male,No,0,Not Graduate,No,-0.3200510801734653,-0.5895062001488415,-0.8078391999921821,-4.756692542799839,1.0,Semiurban,1.0
LP002772,Male,No,0,Graduate,No,-0.4662159796598301,0.06663890244362163,0.032158599852126775,0.2705275961031067,1.0,Rural,1.0
LP002776,Female,No,0,Graduate,No,-0.03158621844676936,-0.5895062001488415,-0.5106092092780421,0.2705275961031067,0.0,Semiurban,1.0
LP002777,Male,Yes,0,Graduate,No,-0.4207151275360699,0.15238304652889584,-0.42014790775634725,0.2705275961031067,1.0,Rural,1.0
LP002778,Male,Yes,2,Graduate,Yes,0.25529753258836735,-0.5895062001488415,,0.2705275961031067,0.0,Rural,1.0
LP002784,Male,Yes,1,Not Graduate,No,-0.47218906449460946,0.2844952685315286,,0.2705275961031067,1.0,Rural,1.0
LP002785,Male,Yes,1,Graduate,No,-0.3244430543166854,0.6064958096242966,0.20015815982098856,0.2705275961031067,1.0,Urban,1.0
LP002788,Male,Yes,0,Not Graduate,No,-0.478864865192304,0.26903924255907574,0.49738815053512864,0.2705275961031067,0.0,Urban,1.0
LP002789,Male,Yes,0,Graduate,No,-0.27876652322719636,0.9803844379102991,-0.13584096011673502,-2.5223724810651964,0.0,Rural,1.0
LP002792,Male,Yes,1,Graduate,No,0.05063153751431085,-0.2097295619685712,-1.505683526016685,0.2705275961031067,1.0,Semiurban,1.0
LP002794,Female,No,0,Graduate,No,-0.44144524549206876,0.008494804737727532,-0.7561470276940708,0.2705275961031067,new,Urban,1.0
LP002795,Male,Yes,3+,Graduate,Yes,0.8712279864335537,-0.5895062001488415,1.5183085534228271,0.2705275961031067,1.0,Semiurban,1.0
LP002798,Male,Yes,0,Graduate,No,-0.22711690730292805,0.3926874503386987,0.25185033211909985,0.2705275961031067,1.0,Semiurban,1.0
LP002804,Female,Yes,0,Graduate,No,-0.17564297034438853,0.2591032258624989,0.5103111936096565,0.2705275961031067,1.0,Semiurban,1.0
LP002807,Male,Yes,2,Not Graduate,No,-0.2643608480374345,-0.5004500504980417,-0.4459939939054029,0.2705275961031067,1.0,Semiurban,1.0
LP002813,Female,Yes,1,Graduate,Yes,2.512947921169226,-0.5895062001488415,5.91214319876229,0.2705275961031067,1.0,Semiurban,1.0
LP002820,Male,Yes,0,Graduate,No,0.1305654669209166,0.16636707002778175,0.8850794427709635,0.2705275961031067,1.0,Rural,1.0
LP002821,Male,No,0,Not Graduate,Yes,0.10895695413627372,-0.5895062001488415,-0.13584096011673502,0.2705275961031067,1.0,Semiurban,1.0
LP002832,Male,Yes,2,Graduate,No,0.6358181723569565,-0.5895062001488415,1.4924624672737714,0.2705275961031067,0.0,Urban,1.0
LP002833,Male,Yes,0,Not Graduate,No,-0.1252231071802218,-0.5895062001488415,-0.29091747701106896,0.2705275961031067,new,Rural,1.0
LP002836,Male,No,0,Graduate,No,-0.3244430543166854,-0.5895062001488415,-0.9370696307374604,0.2705275961031067,1.0,Urban,1.0
LP002837,Male,Yes,3+,Graduate,No,-0.3126725636128555,0.33049534583049545,-0.25214834778748546,0.2705275961031067,0.0,Rural,1.0
LP002840,Female,No,0,Graduate,No,-0.4922164665876931,-0.5895062001488415,-1.7253752582836581,0.2705275961031067,1.0,Urban,1.0
LP002841,Male,Yes,0,Graduate,No,-0.35378144159339564,0.1700470762116991,-0.49768616620351425,0.2705275961031067,0.0,Urban,1.0
LP002842,Male,Yes,1,Graduate,No,-0.30968602119546584,0.05449488203669438,0.5620033659077678,0.2705275961031067,1.0,Urban,1.0
LP002847,Male,Yes,0,Graduate,No,-0.01120745842222811,-0.05553730286243432,0.29061946134268335,0.2705275961031067,0.0,Urban,1.0
LP002855,Male,Yes,2,Graduate,No,2.0178845957454565,-0.5895062001488415,1.7121541995407445,0.2705275961031067,1.0,Urban,1.0
LP002862,Male,Yes,2,Not Graduate,No,0.16605261799813498,0.008494804737727532,0.5749264089822956,2.132460980881975,1.0,Semiurban,1.0
LP002863,Male,Yes,3+,Graduate,No,0.21541840736792886,-0.5895062001488415,0.09677381522476593,0.2705275961031067,1.0,Semiurban,1.0
LP002868,Male,Yes,2,Graduate,No,-0.35501119435349726,-0.4198579150702518,-0.4459939939054029,-4.0119191888882915,1.0,Urban,1.0
LP002872,Others,Yes,0,Graduate,No,-0.36766007988597116,0.22377516649689239,-0.0841487878186237,0.2705275961031067,0.0,Semiurban,1.0
LP002874,Male,No,0,Graduate,No,-0.342713666752481,0.4184474936261201,-0.42014790775634725,0.2705275961031067,1.0,Urban,1.0
LP002877,Male,Yes,1,Graduate,No,-0.5969211301620602,0.23187118010151056,-0.45891703697993075,0.2705275961031067,1.0,Rural,1.0
LP002888,Male,No,0,Graduate,No,-0.35097057814173477,0.48395160369984885,0.23892728904457206,0.2705275961031067,1.0,Urban,1.0
LP002892,Male,Yes,2,Graduate,No,0.2389593887755886,-0.5895062001488415,0.8075411843237965,0.2705275961031067,1.0,Semiurban,1.0
LP002893,Male,No,0,Graduate,No,-0.5874344660127048,11.86253072437229,-0.6786087692469038,0.2705275961031067,1.0,Urban,1.0
LP002894,Female,Yes,0,Graduate,No,-0.35378144159339564,-0.5895062001488415,-1.3764530952714067,0.2705275961031067,1.0,Semiurban,1.0
LP002898,Male,Yes,1,Graduate,No,-0.5797045915206374,-0.5895062001488415,-1.053377018408211,0.2705275961031067,new,Rural,1.0
